"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"951228106201","29864631","","","","","619404","","609000","","","","","51384","","51617","-1134.2","","0","1","1","OTLNFNCE","","42.4","0.222906298","5","","","","1","2","1","1","1","","2","2","2"
"951229026027","30615906","","1","11","","481147","","588372","","","","","","","","","","0","","","","-107","613","","","2","","","","3","","3","","","3","3","3"
"951229086441","31727818","","1","1","","174208","","171000","","","","","14452","","14517.33333","-716","","0","1","1","OTLNFNCE","-704","32175","0.145772955","5","","","1","1","2","1","1","1","","2","2","0"
"951229106430","32409524","","3","6","35000","358670","","435532","","","","","27466","","27466","","","0","1","","","-575","17067.5","","1","1","1","","","4","","4","","1","4","4","1"
"951231105365","31225111","","4","6","","356409","","378000","","","","","27245","","31511","-1007","","0","1","1","OTLNFNCE","-980.6666667","67798","0.021345524","5","","","1","1","2","1","1","1","","2","2","2"
"960101075174","30828984","","","","","558228","","540000","","","","","46313","","46519","","","0","1","1","OTLNFNCE","","37.4","0.25182259","5","","","","","1","","1","","","1","1","1"
"960101135210","29999920","","","2","","599333","","752832","","","","","","","","-381.4117647","","0","","","","-794","","","","1","","1","1","4","1","3","1","","4","4","1"
"960102025056","31813790","","","","","264401","","259560","","","","","21934","","22033.41667","","","0","1","1","OTLNFNCE","","18.2","0.251854315","5","","","","","1","","1","","","1","1","0"
"960102055482","32440624","","6","6","88400","","","48000","25","","","","25","","25","-662","","0","1","1","CRDTCARD","-662","88767","9.46E-05","","1","","1","1","2","1","1","1","","2","2","1"
"960102135319","29698928","","","","","","","","","","","27732","","","","-796.8461538","","1","1","","","-683.2","","","","","","1","1","1","1","","1","","1","1","0"
"960103055046","31359956","","3","4","668371","308197","","367200","","","","","","","","","","0","1","","","-190","25.5","","2","","","","","1","","1","","","1","1","0"
"960104075268","31221507","","","","","","","103500","","","","","","","","","","0","","","","-124.5","72","","","2","","","","2","","2","","","2","2","2"
"960104075778","32589557","","","","","81098","","121392","","","","","20249","","20274.5","","","0","1","1","OTLNFNCE","-20300","17","0.750314434","2","","","","","1","","1","","","1","1","0"
"960104085343","32061080","","1","2","2500","","","5000","","","","","","","","-327.6666667","","0","","","","-477.25","279","","","1","","1","1","2","1","1","1","","2","2","0"
"960104145270","27402931","","","2","","","","","","","","15130","15130","15130","","-611.1666667","","1","1","1","PCPASCAR","-531.2","","0.008431915","","","","2","2","2","2","","2","","3","2","0"
"960105015443","28495333","","","","","268703","","374400","","1","","","23578","","23664","","23578","0","2","1","PELNFNCE","-172","302","0.061529581","4","","3","","","3","","3","","3","2","3","0"
"960105015769","30060056","","","1","","","","355200","","","","","","","","","","0","","","","-269.75","190","","","1","","","","1","","1","","","1","1","1"
"960105126135","30786919","","","","","","","","","","","","","","","-562.7","","0","","","","-547.2","","","","","","1","1","1","1","","1","","1","1","0"
"960105145256","31582342","","","4","","156611","","167604","","","","","12567","","13015.75","-371.1","","0","2","1","OTLNFNCE","-514.5","164","0.032696656","2","","","1","1","2","1","1","1","","3","2","1"
"960110115561","30722921","","","4","","1368","","89080","","","","","","","","-173.3125","","0","","","","-539.3333333","233","","","1","","1","2","4","1","2","1","","4","4","1"
"960110136127","30665580","","5","10","215000","811642","","1212636","","","","625466","206848","210126","","-1670.25","","3","1","1","PCPASCAR","-2725","","0.114959117","","","","2","2","3","2","1","2","","3","3","1"
"960111136399","31296563","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","1"
"960112045085","29135175","","9","9","4800","60011","","57600","","","","","4200","","4200","","","0","1","1","OTLNFNCE","-196.6666667","4298.5","0.211923203","1","","1","","3","5","","2","","1","5","5","7"
"960116025532","30116146","","","","","246901","","240000","","","","","20483","","20575.08333","","","0","1","1","OTLNFNCE","","16.8","0.251833024","5","","","","","1","","1","","","1","1","2"
"960116035108","32803151","","","","","14298","","14274","","","","","4762","","4766","","","0","1","1","OTLNFNCE","","4","1","2","","","","","1","","1","","","1","1","1"
"960116115669","31288814","","1","2","","843162","","1204632","","","","","5278","","5302.083333","","","0","1","1","OTLNFNCE","-431.8","","0.019743228","","","1","","","2","","2","","1","4","2","0"
"960117125703","30460326","","","1","","936","1","8538","","","","","156","","156","","","0","","","OTLNFNCE","","","0.5","","","","","","1","","1","","","","1","0"
"960119025255","30697703","","1","12","","188351","","198840","","","","","15438","","15506.5","-187.6111111","","0","1","1","OTLNFNCE","-301.6","","0.088561222","5","","","1","2","4","1","2","1","","4","3","1"
"960119075412","31195198","","2","2","50000","962297","","980672","","","","","","","","","","0","","","","-134.8","","","","","","","","2","","2","","","2","2","0"
"960119086189","32236030","","4","4","48000","2679012","","2679936","","","","","190763","","191661.6667","","","0","1","1","OTLNFNCE","-165.6","","0.316059949","","","","","","2","","2","","","2","2","0"
"960121015611","30789104","","","","","","","","","","","","","","","-244.4705882","","0","","","","-258.8","","","","","","1","1","1","1","","1","","1","1","1"
"960121086313","30062307","","1","3","","","","","","","","","","","","-1933.5","","0","","","","-2200.2","","","","","","2","3","2","2","","3","","3","2","0"
"960121105609","30944467","","1","1","","1043763","","1053718","","","","","","","","","","0","","","","-824","","","","","1","","1","3","","2","","1","2","3","1"
"960121135859","30689434","","1","1","235342","","","","","","","","","","","-300.2105263","","0","","","","-308","","","","","","1","1","1","1","","1","","1","1","0"
"960121145328","30894907","","4","5","154395","180808","","332800","3993","","","","","","","","","0","2","","","-141","3511.75","","2","2","","","","3","","3","","","3","3","6"
"960122115550","32209046","","1","3","","303543","","319200","","","","","24539","","25295.25","-650.8666667","","0","1","1","OTLNFNCE","-963.75","85","0.088402708","","","","1","1","2","1","1","1","","2","2","0"
"960123086456","31303525","","","1","","","","","","","","","","","","-270.9473684","","0","","","","-262","","","","","","1","1","1","1","","1","","1","1","0"
"960124145665","30447826","","6","11","","","","","","","","","","","","","","0","","","","-581","73456.25","","","","","","2","2","","","","","2","2","6"
"960125026027","31482606","","","","","2443800","","2467920","","","","","","","","","","0","","","","-670.3333333","616","","2","","","","","1","","1","","","1","1","1"
"960127015612","30469038","","4","8","210000","1200513","","1212084","","","","","","","","","","0","","","","-180","108569","","","","","","1","3","","2","","","3","3","1"
"960128655013","30007837","","2","2","","233417","","353628","","","","","19250","","19341.91667","","","0","1","1","OTLNFNCE","-866","715.6666667","0.18471826","5","2","","","1","5","","4","","","5","5","5"
"960129025187","30830268","","1","1","77000","61626","","60000","","","","","5079","","5135.5","","","0","1","1","OTLNFNCE","-96","4.25","0.249390502","4","","","","","1","","1","","","1","1","0"
"960129145429","31726319","","","2","","669142","","667644","","","","","","","","","","0","1","","","-92.4","","","","","","","","1","","1","","","1","1","0"
"960131085840","30116196","","","2","","","","","","","","","","","","-278.8","","0","","","","-282.3333333","220","","","","","1","1","1","1","","1","","1","1","2"
"960201025588","30359851","","","1","","","","","","","","","","","","-477.8888889","","0","","","","-387","265.3333333","","","","","1","1","1","1","","1","","1","1","1"
"960202025117","28801646","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","1","","2"
"960202035278","32908086","","","","","131387","","131112","","","","","32806","","32846.75","","","0","1","1","OTLNFNCE","","27.33333333","1","3","","","","","1","","1","","","1","1","0"
"960202075587","27499209","","5","6","100600","2169533","","2444604","","","","","","","","","","0","","","","-1689.2","","","3","","","","2","3","","1","","","3","3","2"
"960203016239","29355649","","1","3","","","","","","","","","","","","-442.9090909","","0","","","","-440","","","","","","1","1","1","1","","1","","1","1","3"
"960203125777","29735650","","","1","","","","","","","","","","","","-235.8888889","","0","","","","-253.75","54","","","","","1","1","1","1","","1","","1","1","1"
"960204065016","30456765","","","","","593306","","617244","","","","","","","","","","0","","","","-97.2","","","","","","","","1","","1","","","1","1","0"
"960205075574","32053235","","","2","","","","72000","","","","","","","","","","0","","","","-81.5","18274.66667","","","1","","","1","2","","1","","","2","2","0"
"960206025624","32236826","","1","1","9000","109114","","191700","","","","","","","","","","0","1","","","-216.25","521","","","1","","","","2","","2","","","2","2","1"
"960207025220","32236884","","","","","184596","","183600","","","","","15313","","15383","","","0","1","1","OTLNFNCE","","12.8","0.501240547","5","","","","","1","","1","","","1","1","1"
"960207025247","30804410","","","","","","","","","","","29234","947","","","","","14","1","1","OHRPCREC","-239.5","7.666666667","0.154534146","","","","","1","1","","","","","1","1","1"
"960208035973","27660459","","","","","500803","","566848","","","","","24948","","25016.375","","","0","1","1","OTLNFNCE","-110.5","106","0.183675242","1","","","","","2","","2","","","2","2","0"
"960208125792","32848476","","","","","37490","","37428","","","","","12486","","12496.5","","","0","1","1","OTLNFNCE","","10.5","0.666657775","2","","","","","1","","1","","","1","1","0"
"960208145881","31156231","","6","9","79300","1216577","","1200000","","","","","","","","-321.2","","0","","","","-422.3333333","3392","","2","","","1","2","3","1","1","1","","4","3","2"
"960209085489","30830800","","4","4","36000","166278","","180000","","","","","13788","","13856.5","","","0","1","1","OTLNFNCE","","12.4","0.252040779","5","","","","","1","","1","","","1","1","3"
"960209085980","32075634","","8","10","","","","","","","","","","","","","","0","","","","-8","","","","","","","1","1","","","","","1","1","1"
"960212035087","32237118","","","","","211763","","209580","","","","","17567","","17646.91667","","","0","1","1","OTLNFNCE","","14.6","0.334984962","5","","","","","1","","1","","","1","1","0"
"960212065817","32237125","","1","1","","226268","","224124","","","","","18770","","18855.66667","","","0","1","1","OTLNFNCE","","15.6","0.354546165","5","","","","","1","","1","","","1","1","0"
"960212146852","30746714","","","","","920970","","972000","","","","","12070","","12732.25","","","0","1","1","OTLNFNCE","-215.6","","0.0399486","","","","","","3","","3","","","3","3","0"
"960212155089","29545160","","","1","","88215","","101568","","","","","","","","-222","","0","","","","-411.6","","","","","2","1","1","3","1","2","1","2","3","3","2"
"960213025964","30492401","","","","","151524","","311652","","","","","","","","","","0","","","","-309","14151.25","","2","","1","","1","2","","1","","1","2","2","1"
"960214035726","28888069","","","","","-2","","6814","","","","","","","","","","0","","","","","","","","","","","","1","","1","","","1","1","1"
"960214147031","27677870","","1","7","8000","","","","","","","","","","","-269.9166667","","0","","","","-1200.4","","","","","","1","2","2","1","","1","","3","2","4"
"960215105001","29310667","","","1","","","","72000","","","","101676","101676","","","-1619.5","","1","2","","","-1658","","","","1","","2","2","3","2","1","2","","3","3","1"
"960215115410","30329919","","","","","327475","","389208","","","1","","21488","","21585.75","-360.5294118","","0","2","1","OTLNFNCE","-661.4","","0.073429425","","1","1","1","2","5","1","3","1","1","6","5","1"
"960216025054","29542472","","7","7","2500","","","20000","","","","","","","","-1576.6","","0","","","","-1060.666667","397.5","","","1","","1","3","3","1","1","1","","4","3","1"
"960217025945","30831161","","5","25","","143364","","178853","","","","","","","","-578","","0","1","","","-2121","10","","1","","","1","2","5","1","3","1","","5","4","6"
"960217075694","31360094","","","14","","322650","","457440","","","","","25648","","26891.54545","","","0","1","1","OTLNFNCE","-1235.333333","1636","0.161517735","","1","","","1","3","","2","","","4","3","0"
"960217135706","31582647","","","","","156125","","153000","","","","","12952","","13010.41667","","","0","1","1","OTLNFNCE","","10.6","0.251848133","5","","","","","1","","1","","","1","1","1"
"960218135695","30986298","","1","1","","97263","","122352","","","","","","","","-853.8823529","","0","","","","-975.6","","","1","","","1","1","2","1","1","1","","2","2","0"
"960218136161","32590619","","","","","175460","","174881","","","","","25003","","25065.71429","","","0","1","1","OTLNFNCE","","20.8","0.857500285","5","","","","","1","","1","","","1","1","0"
